person_id,election_cycle,issue_retrieval_tag,url,review_status,review_note
ALPERSON-DAVID-COACH-BURKETTE,2018,rural_hunting,https://www.alreporter.com/2018/10/04/republican-state-senate-candidates-outraised-democrats-last-month/,not_position_evidence,Forestry PAC appears in another race and says nothing about Burkette's position.
ALPERSON-DAVID-COACH-BURKETTE,2018,rural_hunting,https://www.alreporter.com/2018/07/16/primary-runoff-elections-are-tuesday/,not_position_evidence,Agricultural references describe candidates in other districts.
ALPERSON-DAVID-COACH-BURKETTE,2018,rural_hunting,https://www.alreporter.com/2018/06/11/runoff-elections-are-on-july-17/,not_position_evidence,Agricultural references describe candidates in other districts.
ALPERSON-JEFF-MCLAUGHLIN,2014,taxes_budget,https://www.alreporter.com/2013/11/05/rep-long-will-not-seek-reelection-in-after-receiving-big-bucks-from-hubbard-riley-pacs/,not_position_evidence,Article discusses the incumbent who defeated McLaughlin and gives no McLaughlin tax position.
ALPERSON-LARRY-MEANS,2014,ethics_government,https://www.alreporter.com/2014/08/12/which-candidates-received-toxic-money/,not_position_evidence,Reports allegations and acquittal but no stated ethics policy position.
ALPERSON-LARRY-MEANS,2014,ethics_government,https://www.alreporter.com/2014/03/31/gop-chairman-accuses-foundation-of-dirty-potentially-unlawful-political-tricks/,not_position_evidence,Opponent commentary does not establish Means's position.
ALPERSON-LARRY-MEANS,2014,ethics_government,https://www.alreporter.com/2012/11/16/gambling-money-linked-to-2010-gop-takeover-of-alabama-senate/,not_position_evidence,Campaign-finance narrative does not establish Means's ethics-policy position.
ALPERSON-LARRY-MEANS,2014,infrastructure_energy,https://www.alreporter.com/2012/09/06/bentley-and-williams-announce-major-funding-for-projects-in-senate-district-10/,not_position_evidence,Means is merely notified as incoming mayor; no position or action is attributed to him.
ALPERSON-LARRY-MEANS,2014,rural_hunting,https://www.alreporter.com/2014/09/26/mcclendon-emphasizes-that-republican-turnout-is-critical-in-november-4-election/,not_position_evidence,Rural and farming references concern Means's opponent and unrelated candidates.
ALPERSON-RICHARD-LINDSEY,2014,infrastructure_energy,https://www.alreporter.com/2014/04/03/wind-farm-regulation-bill-stalls-in-house/,not_position_evidence,Notes that Lindsey visited an abandoned wind farm but reports no view on the regulation bill.
ALPERSON-RICHARD-LINDSEY,2014,infrastructure_energy,https://www.alreporter.com/2014/02/08/final-list-for-al-house/,not_position_evidence,Candidate filing list contains no issue position.
ALPERSON-RICHARD-LINDSEY,2014,infrastructure_energy,https://www.alreporter.com/2014/02/07/republicans-running-for-alabama-house2/,not_position_evidence,Candidate filing list contains no issue position.
ALPERSON-LARRY-MEANS,2014,ethics_government,https://www.alreporter.com/2012/03/08/editorial-you-can-be-a-winner-too-not-guilty-in-bingo-corruption-trial-really/,not_position_evidence,Editorial criticism after acquittal does not establish Means's own ethics-policy position.
ALPERSON-LARRY-MEANS,2014,ethics_government,https://www.alreporter.com/2012/01/05/anniston-star-a-trial-that-wont-go-away/,not_position_evidence,Trial procedural coverage does not establish Means's own ethics-policy position.
ALPERSON-RICHARD-LINDSEY,2014,infrastructure_energy,https://www.alreporter.com/2014/02/07/update-to-the-state-house-candidates/,not_position_evidence,Candidate filing update contains no infrastructure or energy position.
ALPERSON-RICHARD-LINDSEY,2014,infrastructure_energy,https://www.alreporter.com/2014/02/06/republicans-running-for-alabama-house/,not_position_evidence,Candidate filing list contains no infrastructure or energy position.
ALPERSON-RICHARD-LINDSEY,2014,infrastructure_energy,https://www.alreporter.com/2012/04/06/house-pay-raises/,not_position_evidence,Issue keyword comes from unrelated article context and no Lindsey infrastructure position is reported.
